X,Yaw_0.0,Yaw_-0.5,Yaw_-1.0,Yaw_-1.5,Yaw_-2.0,Yaw_-2.5,Yaw_0.5,Yaw_1.0,Yaw_1.5,Yaw_2.0,Yaw_2.5
-39.420289855,0.001715738297311884,0.0017070406208362413,0.0016793884392742211,0.0016336181590469664,0.0015710930377918814,0.00149364682070463,0.0017052255075421542,0.0016758125571461693,0.001628382542867189,0.0015643523289873736,0.0014855971894566545
-38.84057971,0.002884776685503409,0.0028700406125910165,0.0028232707022558916,0.002745885776469178,0.002640197559656934,0.002509313573726347,0.0028670448170648095,0.0028173702489834172,0.00273724942906537,0.0026290825277010435,0.0024960475174195113
-38.260869565,0.0040196762916232835,0.003999236018864283,0.003933995639398542,0.003825938223269781,0.003678298832830498,0.003495426372362713,0.0039947141480636515,0.00392509103984697,0.003812909383696485,0.0036615359413168192,0.0034754277094011603
-37.68115942,0.0048199727297793165,0.0047958170006378075,0.004717784574630856,0.004588250932930362,0.004411101003900534,0.004191560543287461,0.0047895402285191785,0.004705425577147653,0.004570173581136744,0.00438784860720394,0.004163827527614063
-37.101449275,0.00506384886396487,0.005039137042684425,0.004957676032917815,0.0048219488301797534,0.004636032663987878,0.004405418929672729,0.005031084363052329,0.004941821183739651,0.004798764267428639,0.004606216497848419,0.004369863093466991
-36.52173913,0.004701911448441962,0.004679961301966624,0.004605183078958767,0.004479858770122049,0.004307759276891408,0.004093974416008722,0.00467038893769503,0.004586336342139612,0.004452304560959564,0.00427232760894035,0.004051724229530952
-35.942028986,0.003883949619970006,0.003867091599365122,0.0038064718815733925,0.003703942675891646,0.0035625948649606596,0.003386614971588344,0.0038565525528957904,0.00378572129603451,0.003673608774222559,0.003523590615955033,0.0033401023971411045
-35.362318841,0.0028995874662225123,0.002888388729929221,0.002844409706643467,0.002768996081970464,0.0026644267619084535,0.0025338048913426904,0.002877679861632749,0.0028233235254162894,0.0027381732191768633,0.0026247932339046216,0.002486535430592501
-34.782608696,0.0020544600996634218,0.0020476914681728537,0.002017611963563612,0.001965143464105867,0.00189187596547807,0.0017999890895939643,0.0020377219857023775,0.001997980081000138,0.0019364459200094297,0.0018549728982918906,0.0017559669122974642
-34.202898551,0.0015377889301060666,0.0015331768995745741,0.0015110755233212706,0.0014721630121800249,0.0014176207748108163,0.0013490750215363523,0.001524777998241368,0.0014945348750615823,0.0014479819689288513,0.0013865224313499038,0.001311967573113243
-33.623188406,0.0013471596513374468,0.001342576105807784,0.0013226831177787122,0.0012880912385356174,0.0012398497052684195,0.001179397499508125,0.0013362991785020463,0.001310320274013316,0.001270014530631414,0.0012165990607982448,0.001151646120073921
-33.043478261,0.0013133191265013349,0.0013078073921643373,0.001287403962003442,0.0012527350136719874,0.0012048493642996545,0.0011451738843830791,0.0013037756097733593,0.001279462507985489,0.0012411194481090147,0.0011899075252356866,0.0011273352536301723
-32.463768116,0.0012177120110521517,0.0012117901503997588,0.0011920742675955195,0.001159169980861294,0.0011140704865132422,0.001058118325105544,0.0012096633500756951,0.0011878851502529545,0.001153038981489486,0.0011061837199360703,0.001048702658051666
-31.884057971,0.0009406718304242118,0.0009357221672083336,0.000920101802469828,0.0008942918282321485,0.0008590701488195257,0.0008154849302364642,0.0009348030751395937,0.0009182920966895711,0.0008916397916036124,0.0008556599021746181,0.0008114181991893576
-31.304347826,0.0005513416102090992,0.0005484267684341623,0.0005392278094001169,0.000524029732420303,0.000503290098111991,0.00047762602864699383,0.0005478854346822192,0.0005381626073221622,0.0005224673609641195,0.000501282346800557,0.0004752381298738232
-30.724637681,0.000275652661059908,0.00027448693588112824,0.0002701668918945581,0.0002628273308417372,0.00025268887016808547,0.00024005175037541339,0.0002736296708983104,0.0002684792310572426,0.0002603562082986711,0.00024951098117213463,0.0002362672090672506
-30.144927536,0.00034993624611977806,0.0003487133261266788,0.00034356292489875047,0.00033464251825732856,0.0003222199715440158,0.0003066594142548509,0.000347196045425455,0.0003405744775014385,0.0003302705482456631,0.0003165938897660084,0.00029994718344672114
-29.565217391,0.0008445529186753822,0.0008408464476228657,0.0008277359713823676,0.0008056183440197624,0.0007751580843415069,0.0007372496583869715,0.0008387461966552577,0.0008235983746191965,0.0007995670002265254,0.0007673685249587602,0.0007279467936919597
-28.985507246,0.0015729471361059417,0.00156521863029302,0.0015399741918124044,0.0014979776442256329,0.0014404910756472228,0.0013692067787102343,0.0015629310310292242,0.0015354671936379791,0.0014913872250855052,0.001432006952320178,0.001359068542170451
-28.405797101,0.0021603253518603176,0.0021491137791030605,0.0021138169458675424,0.0020555036087688758,0.001975926363700398,0.0018774318064184836,0.0021471193297345477,0.002109887813991652,0.0020497596350312094,0.0019685333341898574,0.001868595361954178
-27.826086957,0.002251633940872888,0.00223958223032795,0.0022023903802817716,0.0021411854234466053,0.0020578069112586516,0.0019547171034756177,0.0022381879424975657,0.002199644463829521,0.0021371731527984198,0.002052646352488478,0.0019485510026126113
-27.246376812,0.0017451275315191145,0.0017356349155058758,0.0017066197022890584,0.0016589618702732758,0.001594093697123462,0.001513934020379105,0.0017348157221970162,0.001705007567550643,0.0016566082466608436,0.0015910715217107105,0.0015103285450829113
-26.666666667,0.000903821446004044,0.0008989692879453925,0.000883977240172351,0.0008593004072498418,0.0008256798763752596,0.0007841126031950683,0.0008983895654188104,0.0008828369614854756,0.0008576358604567185,0.0008235454625073809,0.0007815718760631662
-26.086956522,0.00025118615313936087,0.0002501623256214354,0.0002463261813266419,0.00023979398726687174,0.00023076029645246917,0.00021949284493036472,0.00024936733175969644,0.000244760828628268,0.00023750512183093282,0.00022781891422248875,0.000215986549686971
-25.507246377,0.000279891201179339,0.0002790238762549716,0.00027512209913846993,0.0002683026189791442,0.00025876644465508457,0.0002467885911545582,0.0002776989019142022,0.0002725109046693836,0.0002644808191739559,0.0002538451666336046,0.00024090924127865166
-24.927536232,0.0011289415663676952,0.0011235975110003727,0.0011058756451033042,0.0010763095986490816,0.0010357808817776015,0.0009854693419687943,0.0011217506392333903,0.0011022345949962206,0.0010709791955179479,0.0010289107535570825,0.0009772513897215536
-24.347826087,0.0024347268485115795,0.0024221489496751387,0.002382746780107008,0.0023177090230343126,0.002228979721011152,0.0021191521458283243,0.0024201097123856107,0.0023787260584602365,0.002311823475858747,0.0022213915849565798,0.0021100692676894054
-23.768115942,0.003485649895689419,0.003467023330611386,0.003409919662159466,0.003316062431197683,0.0031882589496706553,0.0030302505730573958,0.0034652501050933915,0.003406423716940078,0.003310947489111075,0.003181665043678421,0.003022356046458441
-23.188405797,0.0036316952824136297,0.003611947663572798,0.0035520881254920214,0.003453922957254477,0.003320387966933084,0.00315539462628178,0.003610748993090983,0.0035497258310669333,0.003450470725179119,0.0033159412044734783,0.0031500734438525096
-22.608695652,0.0027200918890634314,0.00270519426622533,0.002660273957691289,0.0025866849774638444,0.0024866262001128313,0.0023630278764803997,0.002704528482576575,0.002658963193140608,0.002584774263447503,0.002484170985817647,0.0023600966190142434
-22.028985507,0.0012703613774649636,0.0012635342562059572,0.0012427350842838883,0.0012085887879306942,0.0011621128708372245,0.0011046659859006293,0.0012630164975579892,0.0012417165152433737,0.0012071053838067568,0.0011602104664671414,0.0011024008893523272
-21.449275362,0.00022938737707447774,0.00022857677315421963,0.00022529502333696062,0.00021963929386783915,0.00021177579528918643,0.0002019322105856588,0.00022770393055905955,0.00022357592436108377,0.00021712689620927736,0.00020854457409675902,0.00019807551996451516
-20.869565217,0.0004043060424570196,0.00040281230757209405,0.00039684272491768405,0.0003865793720438784,0.00037233075660392636,0.00035451665419223465,0.00040127960004138446,0.0003938216657811186,0.0003821558426830538,0.00036663001165129587,0.00034769707807926495
-20.289855072,0.0019039504038621702,0.0018942605560109233,0.0018633918138839067,0.0018122833478140107,0.0017424721673953798,0.0016560152236709343,0.0018921736790524963,0.0018592773311144636,0.0018062549118601746,0.0017346965023105282,0.0016467030844077026
-19.710144928,0.003966647368491614,0.003945363440165972,0.0038799786989273362,0.0037724787501956505,0.0036260930314307655,0.0034451314350736114,0.003943199853505383,0.003875712959727993,0.003766228135855069,0.003618028938572635,0.003435469173307235
-19.130434783,0.005351551532868603,0.0053222320773788365,0.005233463422620079,0.005087937820690808,0.004890023198254607,0.0046455431758034025,0.005320554543519158,0.005230156970183888,0.005083095070100231,0.004883778185694863,0.0046380617703146365
-18.550724638,0.005116516682416085,0.005088167292500801,0.005003044148065646,0.004863725579572867,0.004674389269577622,0.00444060302887758,0.005087255401006807,0.005001248784374048,0.004861101108763848,0.004671012657769821,0.004436566095514257
-17.971014493,0.0033113696674804413,0.0032929443719129326,0.003237847034036867,0.003147743308055094,0.0030253313501284696,0.002874207744773455,0.0032925807163938733,0.0032371338555498407,0.003146708380209754,0.0030240123286063595,0.002872646410890418
-17.391304348,0.0010932533810658728,0.0010873538742727233,0.0010693974800543766,0.001039924626431242,0.0009998153728631833,0.0009502464650056532,0.0010869239812817573,0.0010685540500306278,0.0010387001805190453,0.0009982549032584147,0.0009484027563972889
-16.811594203,8.63251056123245e-05,8.63833409327825e-05,8.542867116095405e-05,8.349094188341038e-05,8.063049029506523e-05,7.69352124675298e-05,8.525603020150999e-05,8.320957491087856e-05,8.024872534189432e-05,7.646391314500887e-05,7.196824345446041e-05
-16.231884058,0.0013064228775733749,0.0012999358136120856,0.0012786303662670737,0.0012431612133133071,0.001194605515549872,0.0011344073661450952,0.001297896747495731,0.0012746126914152185,0.0012372794307016516,0.0011870262308219413,0.0011253436138458702
-15.652173913,0.004338194649931284,0.00431472637732836,0.004242467176691871,0.0041236244783713705,0.003961788597709167,0.003761749637666668,0.004312171956837494,0.004237433035856989,0.004116249826334712,0.003952276281963845,0.0037503603712115184
-15.072463768,0.007400943155803135,0.007359951390034225,0.0072359200290114225,0.00703263084932626,0.006756215960479591,0.006414846252953706,0.0073576757989657765,0.00723143626039388,0.0070260624286683174,0.006747741973641721,0.006404696942681052
-14.492753623,0.008420178057127463,0.0083729326036551,0.00823126802136798,0.007999500154215786,0.007684616770451653,0.007295922781844204,0.008371601022983906,0.00822864673466268,0.007995664307295959,0.007679673291859136,0.007290008292588127
-13.913043478,0.006511777741001976,0.00647487529182988,0.006364900149741786,0.006185202023171898,0.005941200142767822,0.005640107463804847,0.006474512752382521,0.006364190362706372,0.006184172114561459,0.005939885642757921,0.005638551889872111
-13.333333333,0.002863916749980965,0.002847613496609662,0.0027990548134660047,0.0027197208432613294,0.0026120082951748167,0.0024791072860986386,0.002847481676999419,0.0027987997263256214,0.0027193601431319252,0.002611563661671975,0.0024786033441091676
-12.753623188,0.00024203320734176602,0.00024110516499679778,0.00023736604610835976,0.00023093078386481189,0.00022199675524456062,0.00021083295531012318,0.00024012298500130123,0.00023543322897748422,0.00022810994092515053,0.0002183770951499002,0.00020652564312987715
-12.173913043,0.0012072098564080895,0.0012017243040483778,0.001182924805007256,0.0011513796365561046,0.001108030091388622,0.0010541453107523625,0.001199218488119525,0.0011779870558858176,0.0011441496931620832,0.0010987133220768481,0.0010430029984226758
-11.594202899,0.006118355144923239,0.006085826923162939,0.005985493563925851,0.005820394530522935,0.005595472675856542,0.005317331262172421,0.006082113671551925,0.005978175979098715,0.005809671005757507,0.0055816380642047855,0.005300763683714885
-11.014492754,0.0123826503337059,0.012314763660182786,0.01210943885288745,0.01177289776558483,0.011315224580155925,0.010749865778258415,0.012311087909213746,0.012102198090464396,0.011762284741058567,0.011301528101795206,0.010733458654017286
-10.434782609,0.015811541582714934,0.015723579071768513,0.015460035384152254,0.015028894674219655,0.014443078197919065,0.013719799220207454,0.015721319828681326,0.01545559116592461,0.01502238397394518,0.014434680606222307,0.013709749367536146
-9.8550724638,0.013554246748485271,0.013478084198165236,0.013251430964190358,0.012881148657035064,0.012378332168522512,0.011757750671536784,0.01347766770503984,0.013250622023958856,0.012879973381047825,0.01237683175683956,0.011755982491871052
-9.2753623188,0.006749941530407871,0.006711811920490502,0.006598834163740613,0.006414422010359666,0.006164095782150535,0.0058551987440033084,0.006712099104685888,0.006599410993788893,0.0064152836399478325,0.006165234126327862,0.005856605703807371
-8.6956521739,0.0007575620800055338,0.0007539809870328357,0.0007420857490333263,0.0007222316650378072,0.0006950091809723012,0.0006612104197385636,0.0007527252994789047,0.0007396156249020741,0.00071862638784365,0.0006903820045058066,0.0006557042797539122
-8.115942029,0.002081686583555007,0.0020722450075756076,0.002039516579257677,0.0019845039020028677,0.001908865698155608,0.0018148440625161768,0.002067558060708796,0.002030276186534531,0.0019709663682278434,0.0018914064701344357,0.0017939367078494389
-7.5362318841,0.013411252300617836,0.013339370551587324,0.013117836507191354,0.01275339774182681,0.012257012581667172,0.01164333513079988,0.013331343673028595,0.013102010372629253,0.012730195349155045,0.01222706188991496,0.011607428880523978
-6.9565217391,0.030103980462239183,0.02993806925566578,0.029436507436540825,0.028614548080475127,0.027496887454592108,0.02611648575042508,0.02992931706628962,0.029419257805783146,0.02858925362500236,0.027464230431222533,0.026077326773388254
-6.3768115942,0.04143785443411898,0.0412063497281324,0.040513000440829276,0.039378874178362354,0.03783803208548083,0.03593589097790954,0.04120065333205204,0.040501787536862656,0.03936243692896297,0.037816825189250065,0.035910485139872654
-5.7971014493,0.037464344291114775,0.03725279908302174,0.036623782090843084,0.03559639216442367,0.034201474202080764,0.03248012988019377,0.03725215712402393,0.036622545303681954,0.03559460124417882,0.03419921350272735,0.03247749913188063
-5.2173913043,0.01844840300610719,0.01834323812844758,0.01803249014396664,0.01752558385886129,0.01683773124425489,0.01598919387510817,0.018344881746326903,0.01803576178537643,0.017530429546776364,0.016844083362208176,0.015996959283228904
-4.6376811594,0.0010258727282079238,0.0010223034210648913,0.0010071461031917167,0.0009808581170778728,0.0009442305813546166,0.0008983457580315932,0.0010177565421648483,0.0009982036871877156,0.0009678156795779192,0.0009275132814119002,0.0008784880252849887
-4.0579710145,0.015575000956048819,0.015498133820593629,0.0152473448441605,0.014830277968824957,0.014259484485873018,0.013551804162277463,0.01547566037696214,0.015203045719140752,0.014765395069363823,0.014175816842492158,0.01345163524699531
-3.4782608696,0.0934453025054084,0.09294196866971821,0.09139688516097866,0.08885704548748902,0.08539877299196276,0.08112399562071619,0.09289194230971953,0.0912982627421218,0.08871248528796799,0.08521215884664192,0.08090026539810065
-2.8985507246,0.24880439397885942,0.24743733385655342,0.24329751419139492,0.23651076389222347,0.22728094665609644,0.2158800243451688,0.247358142551577,0.24314142199588898,0.2362818903515344,0.22698536027676808,0.21552544496292952
-2.3188405797,0.46446297651820445,0.46188650218955307,0.45413471408225786,0.4414431394126302,0.42419293302740696,0.4028923046215196,0.4617877547992906,0.4539401395337379,0.44115778728963173,0.4238243122903799,0.4024499697620713
-1.7391304348,0.6908636517141273,0.6870075197479194,0.6754541290965658,0.6565544216192613,0.6308759119232782,0.599175032985939,0.6869082578671608,0.6752586505104603,0.6562677072004053,0.6305054665229813,0.5987304069068534
-1.1594202899,0.8616157026355914,0.856783600310765,0.842352467618447,0.8187605659714414,0.7867162211223502,0.7471633020288205,0.8567056425239231,0.84219911254701,0.8185356128895284,0.786425532658397,0.7468143392362868
-0.57971014493,0.9201025930382241,0.9149212425265317,0.8994898360219326,0.8742769213520676,0.8400394118058863,0.7977856886406196,0.9148804658914068,0.8994098808859469,0.8741596264770677,0.8398878215144034,0.7976036777172781
0.0,0.8447179161517906,0.8399424502016206,0.8257571630325378,0.8025926828941606,0.7711443520566269,0.7323383210933833,0.8399422093680889,0.8257571626325014,0.802592682309695,0.7711443512944903,0.7323383201979201
0.57971014493,0.6596570957248478,0.6559126719708449,0.6448202440194603,0.6267164773322935,0.6021447388920859,0.571828591577328,0.6559427270918398,0.6448799370949614,0.6268040655643068,0.6022579713566225,0.5719646023245413
1.1594202899,0.42496808501606764,0.4225446807324766,0.4153877002613713,0.4037143069610098,0.3878748149844196,0.36833558888847723,0.4225862468672106,0.4154699908325176,0.4038350728021655,0.3880309771007712,0.36852322619114053
1.7391304348,0.21036967337148862,0.20916312059114345,0.2056134384787737,0.1998282918951717,0.19198125421507503,0.18230332036867078,0.20919744290449074,0.20568132300938088,0.1999279478730218,0.1921101785690613,0.18245832448786428
2.3188405797,0.06607982777926727,0.06569819703686874,0.06458061099936761,0.06276093933970682,0.06029375614176724,0.057251656288566405,0.06571424364813062,0.06461235112494486,0.06280758266454288,0.06035418688065021,0.05732445124522193
2.8985507246,0.005335439789428976,0.00530655682518063,0.005218279665863544,0.005073272557891992,0.004875877511478862,0.004631888035154441,0.005304084463742927,0.005213435226273422,0.005066242111348223,0.004866930694507665,0.0046213636078305175
3.4782608696,0.006424089652188216,0.006394390870481952,0.006293163245976347,0.006123492205166462,0.0058904824846692455,0.00560100926377221,0.0063813746846428715,0.00626750399732065,0.006085911128466742,0.005842022281788045,0.005542989413053596
4.0579710145,0.030962429950097695,0.030794247617535454,0.030281250935305006,0.02943903336521573,0.028292890028533337,0.02687660180926263,0.030780810368927006,0.030254767836990052,0.02940022560362899,0.028242811368239806,0.02681658149850854
4.6376811594,0.04656993412434292,0.046310460528408516,0.045532367025514754,0.04425928778326225,0.04252944031818813,0.040393793923265565,0.04630310372858431,0.04551788932955215,0.044238078632315686,0.04250208423280485,0.040361019405304614
5.2173913043,0.04106956093213365,0.04083783914777527,0.04014875740121701,0.03902323710298468,0.037495054708125454,0.035609232309214256,0.04083706756809177,0.040147272907042675,0.03902108378714773,0.0374923206705098,0.035606013446381195
5.7971014493,0.022022527510794403,0.021897052743014435,0.021526309020730695,0.02092154817526968,0.020100911794017625,0.019088577794372147,0.02189902639643569,0.0215302328093684,0.020927330288361048,0.020108438346080053,0.019097690541521984
6.3768115942,0.005007751854490212,0.0049792435074413445,0.004894897023819002,0.004757270828028808,0.004570491036090375,0.004340065024352628,0.004979583402748658,0.004895586268311065,0.0047583116754367745,0.004571894925136716,0.004341838946652418
6.9565217391,0.00027720628603633817,0.0002771548064751934,0.00027390370487883253,0.00026755282900540014,0.00025829751289998653,0.00024641476828257957,0.00027405746936586906,0.00026780305754376906,0.00025863485686465534,0.0002468282006341829,0.00023273085331028393
7.5362318841,0.00664969670363417,0.006614695263555557,0.006505539562858629,0.006325545065950769,0.006080123791522639,0.005776503792918444,0.006609505857587011,0.006495308345090134,0.0063105658179673195,0.0060608109063879775,0.005753385812289246
8.115942029,0.015073409090773081,0.01499052318428898,0.014739753561260475,0.014328711063463288,0.013769738413856555,0.013079291472171411,0.014985956397026295,0.014730751550717661,0.014315530569588777,0.013752738205347169,0.013058928497094856
8.6956521739,0.01721968033780395,0.01712353998250596,0.016835728437967917,0.016364975728730188,0.0157254066418478,0.014935844613661936,0.017121305052930837,0.01683132840855251,0.01635854139675128,0.01571711709419388,0.014925925311435962
9.2753623188,0.011754104317693956,0.011687928407180628,0.011491030839397006,0.011169379011938185,0.010732614207981548,0.010193585107963806,0.011687603388798892,0.01149039863102643,0.01116846861872907,0.010731461816875383,0.01019223223810594
